id,sentiment
11648_10,0.515622
8260_1,0.5249357
10730_10,0.33490694
10402_3,0.56128824
8077_1,0.53569204
8598_8,0.4779598
2809_3,0.6202544
12490_10,0.5642335
1447_9,0.5673335
1605_3,0.6553326
2311_4,0.37290826
3235_9,0.6824541
5725_10,0.4568542
9025_10,0.37464485
6049_9,0.6420289
4803_10,0.73331803
191_9,0.4937441
420_3,0.35963774
5238_2,0.34388092
1280_9,0.8689146
9408_4,0.60810626
819_1,0.39059943
1656_4,0.45547885
9964_3,0.4445713
10404_4,0.34167847
12369_10,0.5151601
6423_1,0.51937366
9942_8,0.3626308
1519_1,0.3591218
100_10,0.5317459
3216_10,0.5059941
3909_10,0.6571994
5034_7,0.66942483
14_8,0.38068783
5891_3,0.3420106
8496_10,0.7129057
7429_1,0.34830248
9457_1,0.59390205
9602_8,0.48536566
4198_1,0.3295189
154_2,0.4948213
5070_2,0.6564776
4207_8,0.43974492
7758_8,0.58213884
4439_9,0.7414823
12042_1,0.12364451
7244_1,0.43291238
6854_1,0.39834413
11932_10,0.17685711
4151_10,0.5253014
7265_1,0.68124723
10272_7,0.36611632
4256_4,0.5287066
1225_7,0.60802734
956_10,0.6538585
6389_2,0.51411843
1365_4,0.6587985
4752_7,0.1941079
276_10,0.5424891
8766_9,0.6305616
11225_10,0.5736872
6920_1,0.4030404
11536_1,0.4746481
1923_9,0.25903618
11460_10,0.39241263
10054_7,0.37641844
10845_1,0.2981404
10231_4,0.1471421
9430_8,0.40541685
3226_2,0.47303367
4298_3,0.54054564
10635_4,0.60627097
10567_4,0.6064746
5460_10,0.80466795
7310_7,0.3473848
10330_2,0.21466292
5151_9,0.50500214
11_3,0.10788298
1448_8,0.5510201
10130_8,0.52419955
2199_3,0.4282003
1761_10,0.14572774
2782_1,0.49323282
7618_10,0.5890836
85_10,0.41810915
5730_3,0.6429671
3641_1,0.73686445
8190_9,0.52181685
9533_10,0.74271107
9508_1,0.5695141
237_8,0.40592602
3981_7,0.4558712
7194_9,0.36148837
10584_8,0.53078586
248_2,0.42832088
8358_4,0.5296016
1218_1,0.6626961
4191_10,0.3010805
3090_8,0.4840753
11923_2,0.70343775
1640_8,0.8632383
9972_3,0.41423857
11818_4,0.6957512
4350_10,0.34026292
877_10,0.5083718
10017_8,0.5741967
7975_10,0.5297768
8436_1,0.30450496
6024_7,0.33136547
3112_1,0.59358525
951_10,0.3771893
1622_1,0.43498003
191_3,0.3229439
5669_1,0.6864948
1891_4,0.4077844
12173_9,0.6231944
7887_7,0.26929682
3256_10,0.44552445
5419_1,0.43873346
7635_1,0.7475686
8297_2,0.43505517
7137_8,0.3710432
7562_3,0.43380758
9944_1,0.52596945
4288_1,0.55095446
8087_1,0.12297063
4771_10,0.47442412
10482_10,0.5030671
5324_10,0.5845946
3080_1,0.59679234
10923_7,0.5625186
1753_7,0.75625
317_10,0.5646119
12474_8,0.29755867
773_8,0.53914154
388_1,0.25596538
12141_2,0.37624475
5667_1,0.45040193
1071_9,0.47757784
2897_10,0.5686338
9481_4,0.42730227
12025_1,0.2836744
8879_7,0.5496748
5683_1,0.35531655
7026_1,0.5303533
2439_1,0.36391777
3631_7,0.5364706
1650_9,0.5260918
5378_7,0.55018806
9745_1,0.61361706
11563_8,0.4936888
299_8,0.50694233
9471_2,0.49925622
1866_1,0.54993284
2639_4,0.43951774
5122_1,0.43014574
12341_7,0.5619679
2936_8,0.5364108
8647_10,0.38720337
4255_9,0.4067844
7262_8,0.4513641
8413_10,0.49049893
10080_1,0.35190183
3973_1,0.44826698
8752_9,0.68815714
4018_2,0.42963836
7669_1,0.39168814
10421_4,0.44209862
7854_8,0.4568605
162_8,0.37434447
11614_9,0.81103337
11343_8,0.38261893
1708_7,0.67604464
7115_4,0.38599133
10498_10,0.41530353
2944_8,0.474433
10474_3,0.2274251
1263_1,0.30872968
1693_4,0.512972
9600_9,0.45922878
11173_2,0.6752793
3961_2,0.3236505
8011_1,0.45997685
7386_8,0.41928113
8787_8,0.4142448
12349_9,0.746005
1776_4,0.4017885
5885_4,0.46400413
220_4,0.53213453
5547_8,0.81857795
2853_1,0.6294793
2157_2,0.5115313
11667_2,0.5468866
194_7,0.6386194
1633_1,0.37992695
6897_2,0.35571688
11568_2,0.24775052
9219_1,0.7334545
477_8,0.39224413
8980_3,0.54303527
4612_10,0.5318799
8030_10,0.7664883
1846_8,0.28084764
2786_8,0.6251299
2634_1,0.4275876
3110_8,0.59261197
11587_8,0.24329986
11262_8,0.33398908
5680_7,0.6108972
4583_4,0.43168834
1451_1,0.5151353
4244_4,0.23971896
6176_4,0.19483122
8851_10,0.28769282
908_9,0.686885
7494_9,0.35647804
8061_3,0.3893577
789_1,0.38857183
2374_7,0.6292486
11225_3,0.39914086
4467_4,0.51021373
8516_10,0.44931158
4121_10,0.54223514
10267_7,0.2727769
6040_8,0.2919227
8338_7,0.6593809
2903_7,0.43540588
6662_9,0.8950848
5333_10,0.6855354
7470_4,0.11968994
8813_1,0.3713557
4514_3,0.37551498
9584_7,0.3200187
11706_8,0.26121387
11538_8,0.551469
4210_1,0.49834722
8984_1,0.3751839
3431_4,0.28153723
4973_10,0.49159876
12260_1,0.30949295
4267_10,0.4079739
9906_9,0.26748323
670_7,0.16271564
6270_3,0.2226957
5164_4,0.6280142
9741_2,0.45589596
3761_8,0.5986314
2651_2,0.18416536
7448_10,0.63606817
7184_9,0.47636703
1313_9,0.48736694
10654_8,0.4563393
7151_1,0.33670738
2320_10,0.6258038
12033_7,0.6786697
6429_1,0.44020382
1420_4,0.6112264
3002_7,0.23605353
1299_1,0.25594166
7897_9,0.6089929
1529_4,0.20891243
9760_2,0.41150737
11318_1,0.45723101
2217_3,0.42254353
11641_2,0.24162969
7238_10,0.23129621
7710_8,0.6362616
12011_8,0.7049236
4495_7,0.23525493
11144_4,0.6623633
5625_2,0.61114943
2926_7,0.5404942
8538_8,0.7315589
8875_10,0.5523025
10881_10,0.78815794
1662_7,0.40699908
4560_9,0.2980553
6714_4,0.7477155
9059_10,0.62143356
6631_10,0.6223524
8520_1,0.38807005
918_4,0.11824253
3102_10,0.5116615
3611_2,0.2905887
8434_10,0.62572724
681_7,0.45414978
7386_4,0.55158055
7566_9,0.36883658
10110_10,0.65227306
10486_10,0.42312363
1492_3,0.46975675
11823_1,0.43170682
2331_9,0.44552642
2200_2,0.48612142
9547_1,0.3131904
785_2,0.58077705
5101_4,0.49427715
5657_10,0.37075186
6902_7,0.43985954
1490_9,0.47310516
7148_9,0.6577355
7387_8,0.28527814
8277_9,0.2839809
6912_7,0.6889084
170_2,0.26502192
7702_10,0.53370315
4393_3,0.5311749
2608_3,0.51787764
4931_8,0.6990697
10589_10,0.42625597
8623_4,0.38926753
6057_2,0.69113743
2704_9,0.72766304
1790_2,0.19696777
12370_1,0.6370136
159_1,0.37265456
343_9,0.7310202
2128_9,0.61995775
11181_8,0.8132516
11775_10,0.6351868
3514_10,0.7428824
6993_2,0.46590006
2866_9,0.56135005
1000_9,0.7209301
11772_7,0.4433485
3355_9,0.6970408
8519_8,0.44550362
7879_3,0.5619758
4332_10,0.62307733
5403_1,0.47067586
1514_7,0.8880809
7904_1,0.35639456
10550_2,0.5254008
11442_10,0.33259186
2821_3,0.6141355
5766_1,0.48853722
8061_9,0.74054897
2166_1,0.5446077
6206_1,0.33930242
11124_2,0.5305526
7625_10,0.5510604
90_9,0.44833043
7959_10,0.6906102
7029_10,0.62397903
779_8,0.50870013
1101_4,0.5283629
11189_4,0.34334913
9790_4,0.30342293
10861_1,0.4020312
5902_2,0.41850275
9545_10,0.35850844
3730_1,0.37290215
4951_9,0.6696937
3295_1,0.4807815
9495_2,0.437731
2876_1,0.4651687
2796_1,0.20937718
10338_3,0.45251843
10913_7,0.5645266
4685_2,0.2685967
11586_1,0.24557377
4904_7,0.5887529
7110_7,0.7800494
2086_4,0.19884561
7372_7,0.775053
135_9,0.54120886
7038_3,0.44367108
1119_2,0.562216
5057_8,0.62935776
3479_10,0.4928685
6489_8,0.6009854
4910_8,0.85694236
5979_10,0.6529006
11304_1,0.34671262
2102_9,0.90604657
8048_1,0.2651148
12153_7,0.6542122
4832_8,0.580288
3079_9,0.3530254
8254_2,0.6703781
7981_7,0.6406231
611_1,0.6309298
307_10,0.3917565
8861_3,0.41927058
4635_4,0.5152059
6197_7,0.4150227
6739_3,0.46571866
8588_9,0.72880316
8461_7,0.24952821
10089_1,0.454607
2609_7,0.47299284
1418_3,0.4701739
2661_10,0.5042001
1253_9,0.5850149
8815_9,0.44072744
9867_8,0.6924009
2155_1,0.48739982
12259_4,0.7357252
11224_3,0.6053085
4781_1,0.51749694
4354_9,0.53285676
9629_9,0.336879
3629_9,0.57251334
6445_10,0.3596619
9526_10,0.6547333
5138_2,0.41143012
349_10,0.5628665
2099_7,0.6264927
4411_1,0.61028486
8127_3,0.48950526
5225_8,0.4214981
7970_3,0.32481858
5688_7,0.78043365
12099_3,0.5312066
6020_4,0.6352017
3892_8,0.691785
2098_8,0.3062993
4851_7,0.6426414
10967_10,0.45747116
6230_4,0.4612523
2211_2,0.48271376
11978_10,0.7052137
8802_1,0.28415504
11010_3,0.5977923
10083_2,0.6084633
5588_10,0.5910403
958_10,0.43149492
6771_4,0.47998217
6767_9,0.6371557
7302_10,0.5345263
5324_3,0.4449922
7737_10,0.6304952
8603_10,0.41526002
3029_7,0.79890645
8640_2,0.5418891
2139_1,0.296919
6305_10,0.60726374
6884_7,0.3953065
5534_8,0.5583318
7619_8,0.4977509
10057_8,0.59058917
972_7,0.39340734
6245_8,0.4789777
6627_7,0.45206693
3621_10,0.44613782
2290_4,0.5779188
24_4,0.4861313
5689_1,0.30896068
6497_4,0.5414865
12405_4,0.5211016
11720_7,0.48554918
10088_1,0.3576338
9258_9,0.6402699
354_4,0.652278
4770_10,0.34593397
1035_3,0.46531337
739_1,0.34055266
6267_7,0.495405
1562_8,0.5038827
1438_1,0.45492116
281_8,0.64105684
1818_1,0.3143679
3943_3,0.5872045
8116_4,0.52643853
6984_1,0.538016
5330_4,0.6658881
8821_8,0.37812293
10484_10,0.6056512
1886_4,0.5058037
7943_2,0.47252545
6438_7,0.7344816
8931_10,0.524955
10538_10,0.611709
534_10,0.36900285
7329_2,0.2840546
6614_2,0.4259893
710_10,0.3264446
3120_4,0.4289586
9046_1,0.46651468
5638_2,0.32633972
2455_4,0.2993846
2652_3,0.5983404
11006_4,0.27103123
5065_3,0.45612907
9805_10,0.39066866
7092_8,0.34602138
1735_10,0.6402825
3609_1,0.3967243
1201_10,0.34779143
11024_9,0.58860606
3807_10,0.3446611
4483_10,0.6350996
4510_7,0.6748902
8037_1,0.46975973
1760_1,0.22526987
133_8,0.34784013
9039_8,0.51289254
8462_4,0.5823578
2468_10,0.58671975
7684_3,0.42049047
10350_9,0.35594657
1199_10,0.5081175
8560_1,0.5426655
6405_3,0.6813927
1295_1,0.62954426
6420_1,0.6055283
12183_9,0.44052446
11619_1,0.10495828
1415_9,0.7454883
9414_1,0.6679523
7640_4,0.49450538
9211_9,0.4341551
557_9,0.4485982
4501_9,0.49178004
8711_10,0.39982268
2402_1,0.24472082
4586_10,0.6589015
176_3,0.3690913
3545_1,0.59599775
8932_1,0.36895216
5829_10,0.56943613
3409_10,0.5856713
3636_3,0.5926546
12048_7,0.5458226
10468_10,0.6041071
11546_10,0.3117134
9444_10,0.4475639
6275_1,0.44161785
152_4,0.55117214
4767_9,0.37493384
6751_1,0.5423266
10245_4,0.5929325
5407_8,0.30617645
1923_1,0.4993654
515_9,0.4930784
9988_1,0.37013802
5928_8,0.22798002
10163_4,0.8284665
7969_10,0.3798038
1494_4,0.46049342
11211_10,0.46213156
1957_1,0.65945476
8484_7,0.84188294
848_2,0.4205111
5177_1,0.48946428
10667_10,0.62473196
3075_1,0.488824
9443_10,0.40266073
1572_8,0.6245287
11285_8,0.32878524
3125_1,0.5389967
9265_9,0.6384088
4072_1,0.38626587
6390_2,0.24855289
6496_4,0.46733823
8766_2,0.2605757
7787_10,0.2879375
5897_10,0.36287665
9027_1,0.36190373
1538_2,0.18126795
1220_3,0.6484021
8600_3,0.5721173
11432_2,0.8913634
1424_4,0.34641954
7344_10,0.83401555
10842_1,0.6834077
10332_10,0.4568695
4340_4,0.62154424
4868_4,0.34934506
11216_9,0.25537866
12027_10,0.32340872
6785_7,0.6510614
8773_8,0.51089483
8119_4,0.37274715
10138_10,0.42302364
7197_2,0.37712207
1536_3,0.39922282
9981_7,0.6461
4753_1,0.5672362
2795_7,0.24911237
6672_4,0.65903074
10805_7,0.4935523
5866_1,0.6077733
570_1,0.66292524
11965_8,0.353994
3288_1,0.6673622
8135_1,0.6475831
10094_9,0.6974312
5845_10,0.42772648
3570_8,0.6899523
1240_1,0.6927375
231_1,0.30333462
10628_9,0.2742107
3536_1,0.45070496
1852_10,0.6029683
8202_7,0.5765183
5907_7,0.28641197
1759_10,0.47714612
4492_10,0.48085707
4844_7,0.54741156
3189_10,0.33030918
3403_10,0.5097124
5874_2,0.22088423
7809_10,0.64709026
3632_9,0.3641712
11767_2,0.5550457
9925_3,0.39286664
4218_1,0.5235961
12036_7,0.2890032
8973_2,0.2830528
2464_10,0.64102143
4094_1,0.30695683
10592_1,0.52127373
10648_9,0.65180445
3887_10,0.5521691
9092_8,0.6709644
10666_10,0.6054949
8389_10,0.30654958
5281_10,0.72796583
6946_1,0.57546127
1132_1,0.58729416
10052_4,0.4223015
768_10,0.63039017
5432_3,0.5199369
7424_3,0.43627825
2366_2,0.3741403
2865_3,0.2598559
7806_2,0.40469307
8878_3,0.6796124
6298_7,0.33474484
4517_4,0.54384744
12018_10,0.50343746
3662_1,0.6508034
11393_10,0.89221823
2071_10,0.5457698
8217_8,0.39638087
6568_2,0.68196005
3840_10,0.69014364
1666_3,0.5441892
2360_7,0.44261667
5778_4,0.25586843
5341_4,0.5201633
4044_2,0.3344201
2503_3,0.4897169
4095_10,0.6227405
2092_2,0.41049486
2707_3,0.5843803
573_10,0.22918274
6441_7,0.5424026
7565_3,0.62720233
9499_7,0.67143106
657_10,0.32801887
8840_10,0.5345621
1407_4,0.39083683
12453_2,0.512011
8273_9,0.39892372
8366_7,0.67905724
10643_9,0.6317158
9998_1,0.41709855
1385_1,0.16559142
1354_4,0.78379184
4674_7,0.49319416
3515_4,0.4708544
10426_8,0.24228254
10226_3,0.42036188
10391_4,0.50745785
9968_1,0.16847232
2893_3,0.5453757
2546_9,0.6164931
37_1,0.3483593
1757_10,0.33398268
1569_8,0.68109673
1466_3,0.50374126
7783_1,0.42724276
9506_10,0.58418787
10835_3,0.57367814
2917_9,0.5074833
2495_7,0.61358196
1686_10,0.24496396
2414_7,0.5195974
5318_8,0.7108067
8858_8,0.5989525
8112_1,0.41869837
6532_2,0.27335507
2526_10,0.3371977
11089_7,0.38508353
4297_8,0.43547925
3179_9,0.37996513
5832_10,0.6522983
10539_8,0.7867002
9226_10,0.7194391
9878_1,0.5624812
7940_10,0.2322431
7195_10,0.574402
2979_1,0.42886257
3597_10,0.36498654
2931_8,0.3135819
8571_10,0.5465428
12148_1,0.3844965
4047_2,0.701272
6164_10,0.87259966
2214_8,0.65963995
5903_1,0.47147438
7931_9,0.6869752
1205_3,0.26952237
5983_10,0.1781162
10424_7,0.8081881
11032_7,0.5764867
1303_10,0.5213637
10390_1,0.4762552
8349_2,0.41460034
3605_8,0.5774711
12273_1,0.53016835
60_1,0.12399259
3879_9,0.76028574
12431_4,0.52406436
4499_2,0.14405407
5786_10,0.6490281
5521_4,0.31684902
793_8,0.35862112
7948_3,0.47689542
9022_2,0.48373365
11071_1,0.5729004
4991_3,0.65809035
8226_1,0.30570313
8762_3,0.3067574
6918_4,0.41696128
844_10,0.4229716
11503_8,0.5134347
7406_8,0.73355395
7743_1,0.47260267
514_3,0.13892223
10927_9,0.50892943
3731_7,0.38267305
8870_4,0.21459137
11099_10,0.5395259
8456_10,0.73480177
10944_7,0.56955075
7168_3,0.61692864
3378_10,0.38498527
8203_3,0.47657818
5676_1,0.6646194
5061_9,0.5024831
6238_8,0.30081794
1136_8,0.38625962
6234_3,0.37116128
9510_3,0.60589314
9632_7,0.49200583
4357_1,0.37947404
1176_9,0.6745909
10821_8,0.31208444
4143_4,0.44746733
5074_8,0.6065485
11673_1,0.5048038
11072_2,0.6990116
1816_4,0.5018325
3974_7,0.83875805
796_4,0.5409812
8540_2,0.5162678
10959_8,0.8376349
4576_10,0.45610714
7030_1,0.6657341
3340_10,0.5991738
3223_3,0.42880842
3030_1,0.43386015
4194_1,0.3140404
11322_1,0.55820346
1785_1,0.38279635
7109_2,0.63831973
4120_1,0.19570342
3024_7,0.5614103
589_2,0.67032444
2480_10,0.67818344
4878_1,0.4070167
571_1,0.20560017
12156_8,0.50270617
7547_9,0.43094367
6577_10,0.58125675
7101_3,0.6229432
1731_3,0.69095665
10424_1,0.37338832
9056_10,0.16829519
11959_3,0.5390098
6952_4,0.41593784
8709_10,0.70460355
4716_10,0.3986093
2393_10,0.690165
4007_7,0.20971079
1196_2,0.5432192
8483_1,0.33636254
1840_3,0.49474674
6108_1,0.5364495
4621_8,0.49503112
11332_4,0.5114784
8800_10,0.48075995
886_7,0.711253
6495_8,0.42806116
6193_10,0.36622322
10297_1,0.39330825
4233_1,0.62579995
3121_10,0.7473925
1681_10,0.47142783
5789_1,0.52214897
6446_10,0.6135567
479_9,0.49778327
6401_1,0.44824988
7602_1,0.7442271
10792_1,0.35764897
11436_9,0.45023513
6944_1,0.65169793
6275_9,0.1647883
7314_10,0.3162069
8887_9,0.45243973
1835_8,0.40661505
8403_7,0.40258193
2090_1,0.53648233
12310_1,0.46300918
9795_9,0.45410067
4260_1,0.37552232
3214_4,0.24042663
10974_8,0.28895968
3374_10,0.6246423
2251_2,0.5134641
2325_7,0.5497565
28_9,0.3755479
1758_2,0.30046242
1222_8,0.46208566
1229_4,0.18234703
9791_2,0.47907132
3433_4,0.38497448
